"player_name","overall_rating","gk_rating","No_of_Presences","No_of_leagues"
"Marley Watkins",63,30,40,1
"Josip Ilicic",80,52,131,1
"Marvin Martin",73,62,162,1
"Yoric Ravet",72,61,87,2
"Bakary Soro",68,59,25,1
"Emil Drozdowicz",60,54,7,1
"Carlos Olascuaga",68,53,2,1
"Joachim Mununga",65,56,47,1
"Yohan Brouckaert",63,45,1,1
"Benjamin Lambot",63,45,19,1
"Cheikhou Kouyate",76,53,131,2
"Dimitri Daeselaire",62,49,24,1
"Anele Ngcongca",72,55,125,2
"Christian Benteke",80,44,138,2
"Kristof van Hout",67,334,49,1
"Elimane Coulibaly",64,84,69,1
"Anthony Moris",65,326,3,1
"Mehdi Carcela-Gonzalez",76,56,48,2
"Joerie Dequevy",64,37,20,1
"Jeroen Vanthournout",60,41,7,1
"Marian Kello",64,309,99,1
"Vytautas Andriuskevicius",66,61,49,1
"Jose Baxter",66,69,1,1
"Kieran Agard",67,45,3,1
"Abdoulwahid Sissoko",69,49,49,2
"Vincent Manceau",70,63,27,1
"Romero Regales",62,58,3,1
"Benjamin Andre",72,54,128,1
"Yannick Sagbo",69,44,63,2
"Jordan Spence",65,55,2,1
"Joel Thomas",56,57,6,1
"Stuart O'Keefe",66,57,3,1
"Kevin Diaz",64,49,6,1
"Ahmed Soukouna",53,45,1,1
"Marcelo Toscano",73,67,34,1
"Rui Miguel",66,52,14,2
"Toko Nzuzi",67,60,112,1
"Lamine Gassama",71,47,117,1
"Xavier Luissint",64,46,13,1
"Denis Odoi",72,53,91,1
"Koen Weuts",63,44,30,1
"Frederik Frans",65,61,48,2
"Geoffrey Cabeke",60,54,9,1
"Nathan Kabasele",67,47,15,2
"Christian Kabasele",75,61,56,1
"Rachid Bourabia",66,39,64,1
"Tom Muyters",64,320,24,2
"Karim Belhocine",63,56,69,1
"Fredric Brillant",66,64,67,1
"Mikael Seoudi",63,62,5,1
"Lucas Mendes",75,58,42,1
"Ariel Nahuelpan",70,48,20,1
"Douglas",68,43,17,1
"Cuco Martina",69,67,101,2
"Roald van Hout",60,43,5,1
"Jordan Bowery",63,55,5,1
"Marco Terrazzino",69,58,1,1
"Jordon Mutch",71,56,45,1
"Orlando Sa",71,53,23,3
"Filipe Goncalves",69,60,45,1
"Ozeia",67,47,25,1
"Leandro Tatu",69,51,17,1
"Miguel Castro",63,101,8,1
"Nicolas N'Koulou",80,41,220,1
"Francois Affolter",64,59,149,2
"Daniel Kabir Mustafa",61,129,5,1
"Rui Varela",69,49,5,1
"Karl-Johan Johnsson",69,351,28,1
"Fernando Alexandre",69,59,112,1
"Goncalo Santos",73,49,49,1
"Eder",75,56,83,3
"Sandro",65,125,8,1
"Braga",70,52,57,1
"Paulo Tavares",70,44,43,1
"Maicon",79,56,91,1
"Pajetat Douglas",63,319,2,1
"Ruben Micael",75,50,94,2
"Joao Aurelio",74,55,104,1
"Rossetto Michel Simplicio",65,43,11,1
"Baiano",76,60,100,1
"Daniel Elias Araujo Maykon",65,59,19,1
"Giovanaz Assis",67,336,13,1
"Theo Weeks,24",66,50,18,1
"Marcio Paiva",66,326,2,1
"Miguel Lopes",76,60,78,3
"Silvio",75,54,67,2
"Andre Vilas Boas",69,57,55,1
"Tarantini",74,57,136,1
"Domagoj Pusic",56,54,1,1
"Wires",68,53,71,1
"Eduardo Salvio",79,48,77,2
"Marko Vejinovic",74,61,133,1
"Fabio",73,54,35,1
"Leon Broekhof",64,49,16,1
"Luuk de Jong",78,53,150,3
"Soufian El Hassnaoui",63,54,24,1
"Kai van Hese",61,55,9,1
"Bogdan Milic",64,57,18,1
"Darley",67,335,5,1
"Norichio Nieveld",63,49,58,1
"Mitchell Schet",67,53,58,1
"Dennis Telgenkamp",64,318,24,1
"Jeroen Zoet",79,396,160,1
"Maciej Wilusz",66,66,20,1
"Joey Godee",63,60,26,2
"Eloy Room",74,369,103,1
"Nicky Kuiper",64,61,12,1
"Furdjel Narsingh",68,55,43,1
"Pedro Rodriguez",83,52,147,2
"James Dayton",66,51,45,1
"Andre Fontes",70,46,13,1
"Andre Almeida",76,47,50,1
"Junior Negrao",62,46,14,2
"Tiago Almeida",65,60,2,1
"Nelson Pedroso",65,54,41,1
"Tomas Pekhart",67,69,59,1
"Sebastian Dubarbier",74,53,62,2
"Lacina Traore",75,59,14,1
"Joao Real",71,56,78,1
"Fabio Faria",68,54,18,1
"Michel",75,42,66,1
"David Caiado",65,60,2,1
"Lionn",72,54,89,1
"Ander Iturraspe",81,43,127,1
"Juanan",64,46,13,1
"Piscu",65,49,18,2
"Jose Maria Callejon",81,49,176,2
"Federico Casarini",66,43,39,1
"Massimo Coda",66,59,9,1
"Andrea Catellani",70,58,3,1
"Diego Farias",71,38,22,1
"Alex",60,48,15,1
"Libor Kozak",74,50,25,2
"Guido Marilungo",71,58,21,1
"Gianluca Sansone",74,46,17,1
"Andrea Mei",63,65,7,1
"Andrea Seculin",69,339,2,1
"Davide Santon",75,62,122,2
"Lora",76,60,106,1
"Pablo",64,59,4,1
"Dimas Delgado",64,50,12,1
"Eran Zahavi",74,57,11,1
"Samuel Yeboah",65,30,4,1
"Javan Vidal",59,63,6,1
"Tom Taiwo",59,61,31,1
"Pierre-Emerick Aubameyang",84,48,175,2
"Oscar Sielva",65,51,1,1
"Jesus Rueda",72,42,59,1
"Bart Vriends",65,59,63,1
"Gevero Markiet",67,61,43,1
"Liam Cooper",68,56,1,1
"Craig Noone",71,55,13,1
"Nile Ranger",65,45,1,1
"Jordi Feliu Xumetra",71,64,35,1
"Baltasar Rigo",63,54,1,1
"Jonathan Pereira",75,43,51,1
"Edu Bedia",66,49,9,1
"Sergio Canales",79,68,92,1
"Kamil Glik",82,47,136,1
"David Mendes",63,56,28,2
"Antonio Amaya",76,57,77,1
"Manuel Lillo Castellano",72,47,34,1
"Jose Catala",65,48,23,1
"Jordi Alba",84,60,142,1
"Jeffrey Rijsdijk",66,53,29,1
"Andrea Mutombo",60,49,12,1
"Etrit Berisha",74,366,32,1
"Jaime",69,50,14,2
"Fakhreddine Galbi",57,128,1,1
"Bernardo",76,59,41,1
"Pedro Botelho",72,61,23,2
"Miku",73,49,89,2
"Marcin Budzinski",66,49,46,1
"Txema Anibarro",70,48,12,1
"Francisco Sutil",62,60,4,1
"Gaizka Toquero",70,50,75,1
"Valentin Roberge",69,51,69,3
"Thimothee Kolodziejczak",74,53,121,2
"Wakaso Mubarak",72,62,35,2
"Caiuby",73,57,31,1
"Ivan Obradovic",72,50,74,2
"Ryan McGivern",61,58,42,1
"John Boye",70,42,50,1
"Thiago Cionek",70,47,5,1
"Dani Benitez",69,47,38,1
"Coke",80,54,106,1
"Pablo Cendros",67,41,59,2
"Alejandro Bergantinos",74,55,80,1
"Dmitriy Verkhovtsov",65,58,3,1
"Matthieu Saunier",67,58,42,1
"Christopher Glombard",68,48,34,1
"Gregory Sertic",76,45,96,1
"Grzegorz Krychowiak",82,50,123,2
"Paul Bastien Lasne",73,36,88,1
"Miroslav Stoch",73,54,29,1
"Alessandro Crescenzi",65,50,9,1
"Andrea Bertolacci",76,38,114,1
"Luca Caldirola",74,47,79,2
"Joel Chukwuma Obi",72,62,27,1
"Mattia Destro",76,55,94,1
"Xavier Torres",74,51,113,1
"Sergio Busquets",86,48,197,1
"Jeffren Suarez",68,62,21,2
"Oliver Klaus",55,264,9,1
"Pedro Mendes",73,49,50,3
"Andre Martins",73,58,39,1
"Diogo Amado",72,52,68,1
"Wilson Eduardo",73,56,66,2
"Martin Kelly",74,41,64,1
"Nathan Eccleston",63,60,5,1
"Cedric D'Ulivo",68,61,37,1
"Jordan Ayew",76,45,118,2
"Boubacar Diabang Dialiba",66,40,49,2
"Mana Dembele",66,51,6,1
"Fabrice N'Sakala",70,55,40,2
"Pavel Komolov",60,59,5,1
"Roland Gigolaev",64,37,15,1
"Mikel Balenziaga",79,49,136,1
"Anestis Argyriou",58,35,1,1
"Gueida Fofana",75,61,50,1
"Adrian Basta",65,62,12,1
"Hugo Bargas",66,54,15,1
"Federico Fernandez",78,63,98,3
"Beshart Abdurahimi",66,45,8,1
"Thiago Ribeiro",75,53,43,1
"Juan Cuadrado",81,38,135,2
"Alexandre Barthe",64,57,10,1
"Alex MacDonald",62,51,4,1
"Harry Arter",73,43,21,1
"Angelo da Costa",71,350,19,1
"Francesco Caputo",69,53,4,1
"Bartosz Salamon",70,57,1,1
"Omar El Kaddouri",77,40,49,1
"Gabriele Angella",73,60,12,1
"Robert Gucher",70,43,14,1
"Marcus Diniz",66,48,20,2
"Marco Calderoni",67,54,1,1
"Masahudu Alhassan",65,49,2,1
"Nicolas Martin Gorobsov",68,50,1,1
"Neven Markovic",64,66,5,1
"Viktor Genev",56,47,6,1
"Radosav Petrovic",64,51,10,1
"Milos Obradovic",55,43,5,1
"Mark Davies",70,50,51,1
"Bastian Oczipka",75,49,127,1
"Kevin Gomis",69,61,59,2
"Piotr Tomasik",64,53,28,1
"Ryad Boudebouz",77,62,217,1
"Mateusz Machaj",64,53,16,1
"Denis Oliynyk",69,57,36,1
"Adem Ljajic",79,45,99,1
"Aleksandar Miljkovic",66,47,7,1
"Aaron Cresswell",74,51,71,1
"Matt Ritchie",74,61,34,1
"Ben Amos",67,336,1,1
"Joseph Bennett",68,49,24,1
"Jordan Henderson",79,49,191,1
"Steve Cook",72,59,36,1
"Shaun Hutchinson",69,59,99,1
"Keko",73,51,41,2
"Amine Linganzi",61,52,1,1
"Tomas Vaclik",75,380,57,1
"Aleksandar Tonev",67,51,23,4
"Kostas Lamprou",69,347,76,1
"Eliaquim Mangala",79,53,121,3
"Sergio Padt",74,362,95,2
"Nelson Oliveira",74,39,34,4
"Mamadou Samassa",71,353,28,1
"Maxime Chanot",72,56,48,1
"Mathieu Philippe Peybernes",72,48,100,1
"Douglas Costa",83,54,23,1
"Sandro",73,61,80,1
"Kevin Greg Wattamaleo",63,47,25,1
"Fabian Rinaudo",74,66,43,2
"Lyle Taylor",64,60,24,1
"Markus Henriksen",75,68,90,1
"Mushaga Bakenga",67,62,21,1
"Daniel Mojsov",59,62,5,1
"Gotoku Sakai",72,50,105,1
"Zeljko Brkic",72,355,79,1
"Nemanja Pejcinovic",76,55,109,2
"Vujadin Savic",65,53,8,1
"Adam Bogdan",73,363,25,1
"Itay Shechter",69,44,33,3
"Benoit Poulain",72,35,39,1
"Manasse Enza-Yamissi",64,40,14,1
"Vladimir Volkov",67,53,15,2
"William Remy",71,52,26,1
"Steven Joseph-Monrose",67,45,44,2
"Guram Kashia",77,49,165,1
"Christian Eriksen",83,43,185,2
"Gylfi Sigurdsson",79,58,119,2
"Juhani Ojala",66,46,17,1
"Moise Brou Apanga",72,58,25,1
"Nathaniel Clyne",80,56,121,1
"Vaso Vasic",63,320,39,1
"Yohan Mollo",74,52,123,2
"Frederic Duplus",65,52,7,1
"Alex Sandro",82,40,86,2
"Marco Natanel Torsiglieri",73,57,35,2
"Carreno Enrique Javier",60,40,1,1
"Jagos Vukovic",74,63,25,1
"Samuel Atrous",59,304,1,1
"Joel Tillema",59,52,1,1
"Timothy Chandler",73,50,118,1
"Jonathan Page",64,57,6,1
"Kyle Benedictus",60,43,22,1
"Andreas Wittwer",65,58,107,1
"Vaclav Kadlec",71,41,17,1
"Dorlan Pabon",75,64,30,2
"Dario Vujicevic",68,67,35,1
"Tomasz Cywka",65,57,8,1
"Robert Beric",74,70,5,1
"Michail Antonio",75,57,21,1
"Luciano Narsingh",75,46,123,1
"Pawel Wojciechowski",61,50,2,1
"Paulo Regula",67,41,10,1
"Liam Smith",57,45,4,1
"Darryl Lachman",71,56,83,1
"Lopes Cruz Daniel",65,70,10,1
"Pape Abdou Paye",68,58,8,1
"Adam Sarota",67,56,34,1
"Jan Kirchhoff",75,52,63,2
"Ermir Lenjani",69,54,49,2
"Magaye Gueye",68,50,10,2
"Mateusz Klich",70,64,38,1
"Ousmane Coulibaly",64,32,36,1
"Temitope Ayoluwa Obadeyi",64,52,38,2
"Orhan Ademi",66,58,8,1
"Douglao",76,54,32,2
"Mateo Pavlovic",66,54,3,1
"Celso Ortiz",73,56,64,1
"Francis Coquelin",79,51,70,3
"Emmanuel Frimpong",68,59,10,1
"Rui Fonte",71,60,36,2
"Andrea Mazzarani",68,47,8,1
"Conrad Balatoni",62,59,77,1
"Jonathon Routledge",59,50,28,1
"Kyle Walker",79,57,160,1
"Gaetan Charbonnier",68,59,67,1
"Kelvin Leerdam",70,49,127,1
"Jonathan Franks",57,58,16,1
"Xabier Etxeita",77,38,55,1
"Kevin Theophile-Catherine",74,41,158,2
"Yohan Thuram Ulien",69,343,67,2
"Victor Ramos",70,65,17,1
"Yannick Bolasie",77,49,76,1
"Denis Stracqualursi",72,52,7,1
"Mostapha El Kabir",72,60,7,2
"Alassane Toure",67,63,21,1
"Yoann Andreu",71,53,48,1
"Jack Colback",76,35,154,1
"Ryan Scully",57,280,5,1
"Sidney Govou",69,52,48,1
"Adam Smith",70,47,22,1
"Ryan Mason",75,57,37,1
"Vasyl Pryima",65,40,3,1
"Nathaniel Wedderburn",57,51,7,1
"Junior Stanislas",69,40,33,1
"Steven Saunders",61,49,52,1
"Toby Alderweireld",82,66,192,3
"Cedric Soares",77,60,97,2
"Vitor Bastos",64,72,2,1
"Tom Cleverley",77,60,109,1
"Jaume Costa",78,61,76,1
"Carles Martinez",65,41,23,1
"David Moser",56,281,6,1
"Tom van Weert",71,61,59,1
"Andrew Little",61,48,7,1
"Frank Olijve",62,51,1,1
"Daley Blind",79,55,157,2
"Harm Zeinstra",64,320,9,1
"Iago Falque",78,54,64,2
"Marcos Rojo",78,52,76,2
"Youssef El Arabi",75,50,136,2
"Stephan El Shaarawy",79,21,72,2
"Diego Contento",73,59,80,2
"Ciaran Clark",76,59,117,1
"Barry Bannan",71,45,49,1
"Emmanuel Riviere",71,61,107,2
"Joshua Guilavogui",79,61,120,2
"Aaron Taylor-Sinclair",64,49,34,1
"Jose Canas",77,55,93,2
"Enock Kofi Adu",70,52,2,1
"Ciro Immobile",79,47,71,3
"Isaac Cofie",71,48,56,1
"Dejan Lazarevic",71,47,8,1
"Rodney Strasser",60,55,9,1
"Konstantinos Manolas",83,49,61,1
"Ronnie Reniers",62,50,6,1
"Victor Palsson",68,48,68,2
"Jose Angel",71,64,82,3
"Gavin Gunning",65,62,103,1
"Aaron Doran",65,61,96,1
"Danny Latza",74,59,21,1
"Sandro Sirigu",67,51,1,1
"Eugenio Lamanna",71,350,18,1
"Stophira Sunzu",71,60,26,1
"Bengali-Fode Koita",68,43,22,1
"Rick ten Voorde",63,50,52,1
"Danny Verbeek",68,58,43,1
"Vladimir Weiss",79,47,54,4
"James Chester",72,62,53,1
"Gael Kakuta",76,53,60,4
"Josh Thompson",58,32,11,1
"Kris Doolan",65,49,53,1
"Aaron Muirhead",62,38,18,1
"Bart Biemans",64,50,116,1
"Jamie Ness",62,53,10,1
"Manu Torres",62,48,11,1
"David Abdul",58,125,2,1
"Luigi Sepe",73,355,30,1
"Emerson",69,49,28,1
"Karl Darlow",68,338,9,1
"Pele",75,53,47,1
"Niek Vossebelt",65,46,29,1
"Uros Delic",64,50,7,1
"Luka Milivojevic",74,56,3,1
"Dorde Cotra",65,63,39,1
"Lee Cox",59,49,26,1
"Fernando Varela",65,48,23,1
"Ivan Perisic",81,38,131,3
"Moussa Koita",61,40,3,1
"Ivo Pinto",74,63,24,2
"Josue",74,66,48,2
"Ricardo Dias",69,52,41,1
"Ramon Arcas",61,55,1,1
"Sergio Oliveira",75,50,32,2
"Alex",74,57,17,1
"Andre Claro",71,60,57,1
"Caetano",66,46,29,1
"Julio Cesar",70,354,24,2
"Cristiano",68,337,21,1
"Palmeira",69,51,25,1
"Rui Vieira",59,294,2,1
"Dani",61,51,6,1
"Anibal Capela",70,44,37,1
"Nuno Valente",66,56,17,1
"Vasco Regini",71,51,13,1
"Pedro Mba Obiang",74,36,54,2
"Ze Mario",58,50,1,1
"Didac Vila",72,39,81,2
"Fabio Santos",62,51,2,1
"Bruno Verissimo",65,324,4,1
"Ricardo Campos",63,328,1,1
"Javier Cohene",68,62,39,1
"Anselmo",65,50,9,1
"Steven Vitoria",70,41,25,1
"Stephane Dasse",63,53,5,1
"Toy Costa",67,51,11,1
"Djalmir",64,55,16,1
"Joao Goncalves",64,47,25,1
"Paul Marshall",61,52,5,1
"Ezequiel Munoz",72,52,106,1
"Nicolas Gaitan",83,40,97,1
"Ivan Pillud",70,55,9,2
"Pedro Tiba",72,57,39,1
"Joao Dias",63,40,30,1
"Stopira",61,50,8,1
"Nuno Santos",65,47,33,1
"Joao Alves Faria Daniel",61,66,14,1
"Rodrigo Galo",67,53,34,1
"Leonel Olimpio",71,64,67,1
"Zequinha",70,57,27,1
"Luciano",66,59,22,1
"Mica",66,40,23,1
"Diogo Cunha",66,50,21,1
"Helder Castro",62,51,16,1
"Ludovic",65,59,16,1
"Adilson",66,60,5,1
"Miguel Oliveira",66,60,19,1
"Miguel Rosa",76,54,51,1
"Andre Albino Carvalho da Cunha",68,57,28,1
"Manuel Curto",61,44,31,3
"Barge",63,129,5,1
"Fabio Ervoes",69,47,4,1
"Bura",65,49,28,1
"Mamadou Djikine",64,56,3,1
"Predrag Stevanovic",62,53,1,1
"Genaro Snijders",62,59,19,1
"Lassad Nouioui",68,52,44,3
"Yazalde",70,50,72,1
"Yohan Tavares",74,62,115,2
"Rui Sampaio",66,49,61,1
"Djamal Mahamat",69,66,29,1
"Kanu",71,44,56,2
"Jaime",65,53,28,1
"Hamadou Tall",70,60,6,1
"Andre Santos",69,52,61,2
"Joao Pedro",71,53,37,1
"Issouf Ouattara",64,50,1,1
"Nick Viergever",73,46,157,1
"Felix Kroos",71,57,37,1
"Jean-Sony Alcenat",65,56,19,1
"Rodrigo Antonio",65,47,10,1
"Marafona",70,352,44,1
"Neto",76,61,40,2
"Ruben Fernandes",72,61,76,2
"Andre Andre",80,51,72,1
"Bruno Moreira",74,47,41,1
"Claudio",70,46,29,1
"Sandro",62,14,11,1
"Pires",65,55,7,1
"Romeo van Dessel",60,40,8,1
"Pedro Trigueira",70,352,29,1
"Adama Francois",67,42,22,1
"Bruno Monteiro",64,65,6,1
"Sidnei",63,53,12,1
"Gokhan Tore",79,51,16,1
"Emidio Rafael",68,48,40,1
"Diogo Melo",63,54,34,1
"Valdinho",62,56,2,1
"Antonio Filipe",63,319,20,1
"Nuno Henrique",70,52,27,1
"Ruben Lima",68,52,3,1
"Sami",72,61,67,1
"Yannick N'Djeng",60,45,14,1
"Marc Vucinovic",64,58,3,1
"Aleksandar Pesic",72,60,27,1
"John Sullivan",56,52,1,1
"Lorenzo Pique",62,54,8,1
"Mohamed Abdel Wahed",62,48,2,1
"Ander Herrera",81,53,156,2
"Mamadou Wague",67,50,1,1
"James Rodriguez",87,64,112,3
"Victor Bernardez",70,52,10,1
"Darko Bodul",66,48,25,2
"Babatunde Luqmon Adekunle",52,64,25,1
"Deniz Naki",64,50,6,1
"Pablo Olivera",64,56,2,1
"Ilombe Mboyo",72,61,70,1
"Pablo Pintos",66,60,4,1
"Gianmarco Ingrosso",60,55,1,1
"David Cornell",58,295,4,1
"Jeffry Fortes,30",64,55,25,1
"Sebastian Coates",75,73,42,2
"Ibrahim Kone",55,271,1,1
"Sebastien Corchia",76,46,184,1
"Serkan Sahin",59,40,11,1
"Lior Etter",53,120,1,1
"Jose Carlos",69,47,26,1
"Maka Mary",64,54,7,1
"Marcelo Larrondo",72,49,17,1
"Samba Sow",69,63,28,1
"Kyle Bartley",68,47,31,2
"Abraham Gonzalez",73,45,41,1
"Federico Macheda",70,55,8,2
"Juan Carlos Paredes",70,67,7,1
"Chris Smalling",83,71,120,1
"Bastian Weiser",52,126,1,1
"Carlao",68,44,27,2
"Marco Silvestri",69,338,3,1
"Wahbi Khazri",78,41,108,2
"Tongo Hamed Doumbia",71,61,104,1
"Jeroen Tesselaar",65,58,127,2
"Michel Herrero",71,50,39,1
"Pablo Cepellini",67,62,1,1
"Mamoutou N'Diaye",66,61,31,1
"Gohi Bi Cyriac",72,60,62,1
"Andros Townsend",75,59,46,1
"Calum Butcher",62,63,19,1
"Yuya Osako",73,51,30,1
"Genki Haraguchi",74,56,42,1
"Erik Sviatchenko",74,63,13,1
"Bruno Martignoni",63,42,15,1
"Lucas Nahuel Castro",75,42,71,1
"Nassim Ben Khalifa",66,57,81,1
"Maxime Lestienne",76,54,46,3
"Aliou Dia",61,63,17,1
"Momodou Ceesay",62,119,3,1
"Luis Filipe Pimenta",53,68,1,1
"Simone Zaza",79,45,56,1
"Dusan Cvetinovic",67,67,4,1
"Yassine El Ghanassy",70,60,51,2
"Lukman Haruna",69,67,27,1
"Carlos Bacca",82,45,111,3
"Takashi Usami",71,37,17,1
"Jarno Molenberghs",64,50,27,1
"Lucas van Eenoo",66,51,83,1
"Stefan Deloose",59,298,2,1
"Derrick Tshimanga",71,50,87,1
"Victor Wanyama",77,59,151,3
"Guillaume Francois",67,54,48,1
"Gregory Lazitch",56,61,2,1
"Samuel Fabris",61,46,8,1
"Lolo Reyes,23",71,62,22,1
"Denis Popovic",64,54,13,1
"David Mitchell",57,290,1,1
"Fabricio",69,46,1,1
"Sally Sarr",64,57,95,1
"Sambou Yatabare",71,44,88,3
"Marcel Correia",71,53,16,1
"Graham Carey",65,62,78,1
"Pascal Gross",75,65,33,1
"Abdelaziz Barrada",74,47,74,2
"Anthony Lopes",82,405,108,1
"Ivan Santini",71,56,41,2
"Jordy Deckers",62,309,4,1
"Sebastian Jung",76,49,130,1
"Diego Seoane Perez",68,49,7,1
"Aleksandar Ignjovski",73,46,73,1
"Isam Merdassi",62,55,16,1
"Jo-Gook Jung",67,57,3,1
"Alireza Haghighi",66,319,8,1
"Alessandro Riedle",59,48,1,1
"Joao Victor",64,58,24,1
"Marcio Nascimento Rozario",69,40,33,1
"Osama Hawsawi",73,50,1,1
"Andras Gosztonyi",64,51,2,1
"Romain Grange",66,47,6,1
"Johan Martial",67,65,56,1
"James Chambers",57,61,2,1
"Kevin Vogt",75,48,89,1
"Tomas Majtan",59,58,1,1
"Kiko",70,52,4,1
"Emanuele Giaccherini",77,60,91,2
"Adriano De Pierro",59,55,13,1
"Adrian Stoian",70,45,12,1
"Nathan Junior",67,46,11,1
"Nicolai Joergensen",75,44,2,1
"Vitalijs Maksimenko",62,60,8,1
"Eduards Visnakovs",63,56,17,2
"Emilijus Zubas",65,317,23,1
"Danny Wilson",63,42,57,2
"Yannis Salibur",74,53,28,1
"Ruben Botta",75,45,6,1
"Alejandro Gonzalez",71,45,19,1
"Gary Woods",65,324,11,1
"Artur Ionita",74,53,67,2
"Astrit Ajdarevic",70,45,9,1
"Niklas Hult",72,59,27,1
"Craig Dawson",66,34,81,1
"Alexandre Lacazette",83,37,139,1
"David Rochela",67,65,3,1
"Javier Matilla",69,59,24,1
"Jose Picon",61,48,2,1
"Kevin de Bruyne",86,56,153,3
"Livio Nabab",65,71,17,2
"Alejandro Bedoya",75,47,62,2
"Oliver Feldballe",61,41,7,1
"Princewell Okachi",63,50,1,1
"Alexander Milosevic",72,51,10,1
"Zie Diabate",65,59,15,2
"Donald Dering Djousse",61,59,5,1
"Wojciech Szczesny",78,385,161,2
"Connor Wickham",73,52,63,1
"Erixon Danso",64,49,3,1
"Aljaz Struna",67,41,18,1
"Cristobal",69,66,1,1
"Adrian",78,387,117,2
"Gaston Sauro",68,54,26,1
"Martin Braithwaite",78,53,83,1
"Vytautas Cerniauskas",56,276,14,1
"Kennedy Ugoala",64,55,12,1
"Amara Baby",67,43,14,1
"Koen Casteels",74,365,57,1
"Thibaut Courtois",86,414,192,3
"Eneko Boveda",76,53,49,1
"Facundo Bertoglio",67,47,4,1
"Gavin Morrison",56,45,7,1
"Nosa Emanuel Igiebor",76,60,13,1
"Marlon Pereira",65,48,68,1
"Adam Matthews",73,53,86,1
"Keirrison",71,57,3,2
"Ante Vukusic",66,48,34,3
"Rene Krhin",75,50,69,2
"Haris Seferovic",76,56,71,4
"Bob Schepers",63,63,4,1
"Moritz Hartmann",70,75,24,1
"Ashton Taylor",67,63,65,1
"Riccardo Perpetuini",68,55,1,1
"Jeremy Maniere",51,46,3,1
"Everton",65,53,28,1
"Jean Paul Yontcha",65,49,19,1
"Denis Alibec",71,48,3,1
"Jorge Teixeira",72,55,120,3
"Pierre Bengtsson",73,51,24,1
"Haavard Nielsen",72,72,15,1
"Joel Matip",81,53,175,1
"Paul McGinn",60,66,50,1
"Nico Siegrist",63,37,16,1
"Adrien Goni",63,51,1,1
"Funso Ojo",68,62,67,2
"Lee Hodson",66,52,11,1
"Mark O'Brien",67,54,14,1
"Gregg Wylde",63,48,37,1
"Fernandinho",73,53,1,1
"Kleber Pinheiro",70,58,34,1
"Caue",65,49,17,1
"Felipe",77,382,7,1
"Bruno Bertucci",62,49,17,1
"Elias",77,49,38,2
"Lulinha",68,51,2,1
"Douglas",72,65,1,1
"Elton",73,49,2,1
"Jordi Figueras",71,55,74,2
"Rafael",74,373,28,1
"Adriano Jose de Lara",60,41,1,1
"Ryan Dow",64,68,45,1
"Andre",73,41,1,1
"Joselu",75,52,73,2
"Javier Aquino",75,54,29,1
"Guus Hupperts",69,55,74,1
"Aron Johannsson",74,60,51,2
"Cicinho",69,40,19,1
"Rodrigo Dantas",67,53,6,1
"Lorenzo Melgarejo",75,52,36,1
"Stevie May",68,47,39,1
"Zander Clark",51,264,5,1
"Gil",76,46,38,1
"Damien Le Tallec",67,48,1,1
"Ryan Mendes",72,44,20,1
"Victor Ibarbo",77,20,74,1
"Daniel Hoeegh",67,53,8,1
"Callum McManaman",73,62,15,1
"Abel Issa Camara",69,45,31,1
"Junior Caicara",75,73,44,2
"Bruno Cesar",76,60,36,1
"Tomasz Holota",64,53,58,1
"Manolo Gabbiadini",78,44,41,1
"Peniel Kokou Mlapa",67,50,31,1
"Andreu Fontas",77,66,83,1
"Thiago Alcantara",83,46,70,2
"Abdourahman Dampha",63,45,23,1
"Danny Drinkwater",76,47,51,1
"Marc Muniesa",75,67,33,1
"Henrique",66,47,4,1
"Xandao",77,64,18,1
"Mateusz Piatkowski",61,51,23,1
"Javier Ros",68,56,2,1
"Damian Hops Chmiel",64,52,37,1
"Matthew James",68,54,20,1
"Lucas Alfonso Orban",77,65,44,2
"Stefan Nikolic",63,50,1,1
"Ibrahim Rabiu",63,57,6,1
"Renato Neto",74,66,106,2
"Andrej Kramaric",74,58,18,2
"Jordan Lukaku",72,53,50,1
"Leozinho",67,52,7,1
"Aymen Tahar",66,46,7,1
"Dragos Grigore",73,55,25,1
"Paul Papp",73,38,10,1
"Niko Datkovic",66,45,15,1
"Ivan Martic",73,42,48,2
"Joao Pedro",64,64,9,1
"Koro Kone",63,53,9,1
"Tornike Okriashvili",70,47,19,1
"Joan Oriol",71,56,30,1
"Alen Melunovic",57,53,1,1
"Mohammad Ghadir",64,49,8,1
"Marko Basic",67,51,25,1
"Maxime Le Marchand",74,63,24,1
"Abdoul Razzagui Camara",72,68,45,1
"Sofiane Hanni",74,43,51,1
"Raul Navas",74,57,29,1
"Arthur",63,48,1,1
"Adam Fraczczak",68,50,30,1
"Ylli Sallahi",62,43,1,1
"Jesus Fernandez",69,339,8,1
"Pontus Jansson",75,41,13,1
"Martin Milec",68,46,38,2
"Carlos Eduardo",74,42,52,2
"Almog Cohen",70,45,42,1
"Avi Rikan",61,46,39,1
"Barak Badash",66,49,15,1
"Tamir Kahlon",62,48,5,1
"Nicolas Otamendi",84,48,127,3
"Shane Duffy",69,56,2,1
"Shane Ferguson",65,38,7,1
"Dor Malul",63,41,28,1
"Shiran Yeini",68,58,20,1
"Iago Aspas",78,62,72,2
"Oussama Darragi",68,56,19,1
"Boban Jovic",67,60,30,1
